Rank	Pert_id	Drug	rRGES	moa
1236	BRD-K27484191	BRD-K27484191	-0.4623536671027667	-
1237	BRD-K93285993	BRD-K93285993	-0.4622878739292117	-
1238	BRD-K54159704	BRD-K54159704	-0.4622783021620347	-
1239	BRD-A34208323	VU-0404997-2	-0.4622730691778687	-
1240	BRD-K71823332	epothilone-a	-0.4622542179416809	Tubulin inhibitor
1241	BRD-K98731749	BRD-K98731749	-0.4622504320062817	-
1242	BRD-K76691125	BRD-K76691125	-0.4621557652946605	-
1243	BRD-A94669766	naringenin	-0.46212312355027413	Aromatase inhibitor|TRPV antagonist
1244	BRD-K21237738	BRD-K21237738	-0.4620389790818157	-
1245	BRD-K56115039	BU-226	-0.4619978276383912	-
1246	BRD-K45582470	BRD-K45582470	-0.46199717589914036	-
1247	BRD-K86434416	selegiline	-0.46199704002716085	Monoamine oxidase inhibitor
1248	BRD-K22096725	ALW-II-49-7	-0.46199593710676823	-
1249	BRD-K09460252	BRD-K09460252	-0.4619891056486866	-
1250	BRD-K40846327	BRD-K40846327	-0.46197314450599025	-
1251	BRD-K69396629	BRD-K69396629	-0.46196146847108244	-
1252	BRD-K14221570	benzopurpurin-4b	-0.46193198928315315	Binds HIV gp120 and inhibits HIV-1 entry into the neural cell line SK-N-MC
1253	BRD-K84996949	sinensetin	-0.4619052148170112	Cyclooxygenase inhibitor
1254	BRD-K19136521	indirubin	-0.46187232861115124	GSK-3 inhibitor
1255	BRD-K08273968	griseofulvin	-0.4618716851229168	Tubulin inhibitor
1256	BRD-A04026261	YO-2	-0.46184817789910954	-
1257	BRD-K60038276	irbesartan	-0.46181604027317635	Angiotensin receptor antagonist
1258	BRD-K15419449	I-303059	-0.4617934943165764	-
1259	BRD-K40645748	mefloquine	-0.4617919848322348	Adenosine receptor antagonist|Hemoglobin antagonist
1260	BRD-A94413429	NTNCB	-0.4617740430813121	-
1261	BRD-K26429091	J-104129	-0.4617432102810096	-
1262	BRD-K49294207	BIBU-1361	-0.4617345841903229	-
1263	BRD-K05563014	CAM-9-021	-0.4617340128697618	-
1264	BRD-K96354014	nifedipine	-0.46171673689472964	Calcium channel blocker
1265	BRD-A57382968	piroxicam	-0.4617067787644866	Cyclooxygenase inhibitor
1266	BRD-K62818989	BRD-K62818989	-0.4616622426205476	-
1267	BRD-K49577446	flunisolide	-0.4616345955890168	Cytochrome P450 inhibitor
1268	BRD-K32480606	3,6-dimethoxyflavone	-0.4616342563916896	-
1269	BRD-A25234499	aminoglutethimide	-0.46159301425906196	Glucocorticoid receptor antagonist
1270	BRD-K88849294	lobaric-acid	-0.46158080192664774	Tyrosine phosphatase inhibitor
1271	BRD-K78596368	BRD-K78596368	-0.46148723635864664	-
1272	BRD-K28167849	ichthynone	-0.4614764992163905	-
1273	BRD-A07875874	cilnidipine	-0.4614571876703962	Calcium channel blocker
1274	BRD-K25311561	KU-55933	-0.46143816107138586	-
1275	BRD-K90700939	BRD-K90700939	-0.4614230065387086	-
1276	BRD-K91733562	secoisolariciresinol	-0.4613658495200155	-
1277	BRD-K47631482	bromhexine	-0.4613635968566038	Mucolytic
1278	BRD-K81807412	BRD-K81807412	-0.4612504815495771	-
1279	BRD-K59470558	BRD-K59470558	-0.46121516131497964	-
1280	BRD-A62809825	thapsigargin	-0.4612031349553593	ATPase inhibitor
1281	BRD-K76896292	BRD-K76896292	-0.4611595171991887	-
1282	BRD-A66559694	naltrexone	-0.4611386829847065	Opioid receptor antagonist
1283	BRD-K60379529	BRD-K60379529	-0.4611366755916717	-
1284	BRD-K52397688	amperozide	-0.4610059335416395	Dopamine receptor antagonist
1285	BRD-K11362964	BRD-K11362964	-0.4609760471472549	-
1286	BRD-K90090262	BRD-K90090262	-0.4609687462464796	-
1287	BRD-K22931010	KM-00519SC	-0.46094654132176255	-
1288	BRD-K10906552	BRD-K10906552	-0.46091598315426247	-
1289	BRD-K47786739	BRD-K47786739	-0.4609130401505497	-
1290	BRD-K08845546	tacrolimus	-0.4607890181438236	Calcineurin inhibitor
1291	BRD-K68191033	BRD-K68191033	-0.46078096448925954	-
1292	BRD-A11990600	lorazepam	-0.4607379934273421	Benzodiazepine receptor agonist
1293	BRD-K18794550	SA-423167	-0.4607218135266625	-
1294	BRD-K01095011	finasteride	-0.46071763784216946	5 alpha reductase inhibitor
1295	BRD-A50928468	norgestrel	-0.4606766087360047	Progesterone receptor agonist
1296	BRD-K22507586	YL-60	-0.46066333321553266	-
1297	BRD-A67799922	phenoxybenzamine	-0.46063853019960443	Adrenergic receptor antagonist
1298	BRD-K75329208	BRD-K75329208	-0.4605533715496699	-
1299	BRD-K40887525	ritanserin	-0.46054631230215337	Serotonin receptor antagonist
1300	BRD-A00993607	alprenolol	-0.4605054679509229	Adrenergic receptor antagonist
1301	BRD-A02990301	lofexidine	-0.4604874618026646	Adrenergic receptor agonist
1302	BRD-K30511626	BRD-K30511626	-0.46045413404656366	-
1303	BRD-K76882924	BRD-K76882924	-0.46044454019922715	-
1304	BRD-A52326238	isogedunin	-0.46042018094782877	HSP inhibitor
1305	BRD-K32112425	BRD-K32112425	-0.4603814617437201	-
1306	BRD-K97629076	BRD-K97629076	-0.4601993153615543	-
1307	BRD-A78877355	nefopam	-0.46019618556081465	Cyclooxygenase inhibitor
1308	BRD-K14888893	minoxidil	-0.460195983109443	Potassium channel activator
1309	BRD-K46171503	BRD-K46171503	-0.4601826818591818	-
1310	BRD-K69195780	NAN-190	-0.4601826293316391	-
1311	BRD-K55454768	TAS-301	-0.46015747442634203	-
1312	BRD-K34387287	BRD-K34387287	-0.460133272581281	-
1313	BRD-K11399644	phenformin	-0.4601123278910438	AMPK activator
1314	BRD-K35483542	alitretinoin	-0.4601091135514909	Retinoid receptor agonist
1315	BRD-K69496360	BRD-K69496360	-0.4600944434981786	-
1316	BRD-K84106030	BRD-K84106030	-0.4600754721170868	-
1317	BRD-A57107094	BRD-A57107094	-0.4600692444248212	-
1318	BRD-K98519396	BRD-K98519396	-0.4600576007361947	-
1319	BRD-A69336132	KM-04501	-0.46005670567654905	-
1320	BRD-K19227686	phenolphthalein	-0.459965977572808	Indicator dye
1321	BRD-K78513633	lonidamine	-0.4599533205563963	Glucokinase inhibitor
1322	BRD-K34441861	moexipril	-0.4599492627088526	ACE inhibitor
1323	BRD-K28040935	BRD-K28040935	-0.45994627327392623	-
1324	BRD-A93659613	GR-89696	-0.4599270348034375	-
1325	BRD-K83597974	pargyline	-0.4598635030632446	Monoamine oxidase inhibitor
1326	BRD-K01877528	TL-HRAS-61	-0.4598276439243971	-
1327	BRD-K35377380	I-OMe-AG-538	-0.45980422056511533	-
1328	BRD-K66224104	BRD-K66224104	-0.4597392017640741	-
1329	BRD-K73397362	purmorphamine	-0.4597321625571552	Smoothened receptor agonist
1330	BRD-A13084692	troglitazone	-0.4596512781262673	PPAR receptor agonist|Insulin sensitizer
1331	BRD-K09907482	PRL-3-inhibitor-I	-0.45963642636647634	-
1332	BRD-K04976539	aminogenistein	-0.4596297539769806	Src inhibitor
1333	BRD-K52015643	deoxyrhapontin	-0.45961819482868205	-
1334	BRD-K86905031	BRD-K86905031	-0.45957775720313704	-
1335	BRD-K52640952	BRD-K52640952	-0.4595770710944335	-
1336	BRD-K69181860	ARG-CSC-91	-0.45941483561919455	-
1337	BRD-A18043272	phensuximide	-0.4594033004513439	Succinimide antiepileptic
1338	BRD-A38030642	cyclosporin-a	-0.45939651373333473	Calcineurin inhibitor
1339	BRD-K42679050	Y-27152	-0.4593891997409552	-
1340	BRD-K95253417	BRD-K95253417	-0.4593890531055147	-
1341	BRD-K67100011	pivmecillinam	-0.45938676231778863	Bacterial cell wall synthesis inhibitor
1342	BRD-K05359840	BRD-K05359840	-0.4593260124023447	-
1343	BRD-K98521173	desoxycortone	-0.45930305685087824	Mineralocorticoid receptor agonist
1344	BRD-A79237180	ascorbic-acid	-0.4592085651572847	Antioxidant
1345	BRD-A11968133	BRD-A11968133	-0.45918311625554686	-
1346	BRD-A73859745	glycodeoxycholic-acid	-0.4591561371295675	-
1347	BRD-K09859624	methantheline	-0.4591530623771522	Acetylcholine receptor antagonist
1348	BRD-K76617868	fasudil	-0.459144985684367	Rho associated kinase inhibitor
1349	BRD-K44899736	RO-16-6941	-0.4591408017835918	-
1350	BRD-K52099002	BRD-K52099002	-0.45912189756721805	-
1351	BRD-A32214171	BRD-A32214171	-0.45903316706028024	-
1352	BRD-K64614248	salicin	-0.4589903842817089	Anti-inflammatory
1353	BRD-K83637872	SANT-1	-0.45896017528352506	-
1354	BRD-K71523760	BRD-K71523760	-0.4589097251170644	-
1355	BRD-K38449220	seneciphylline	-0.45883593853608673	Cytochrome P450 inhibitor
1356	BRD-K73196317	urapidil	-0.45878273504730555	Adrenergic receptor antagonist
1357	BRD-A65327625	6-hydroxytropinone	-0.45876122525731305	-
1358	BRD-A97701745	pindolol	-0.45874304506743285	Adrenergic receptor antagonist
1359	BRD-K28912512	nicotinamide	-0.4587407217237251	Protein synthesis stimulant
1360	BRD-K84571636	BRD-K84571636	-0.4587253628556294	-
1361	BRD-K93754473	tamoxifen	-0.45871495190944656	Estrogen receptor antagonist
1362	BRD-K42021584	BRD-K42021584	-0.4587062136179778	-
1363	BRD-K22031190	diflunisal	-0.45870518372985725	Prostanoid receptor antagonist
1364	BRD-A75455249	kavain	-0.4586091443098405	Calcium channel blocker|Sodium channel inhibitor
1365	BRD-A03436432	BRD-A03436432	-0.4586050493471934	-
1366	BRD-K99705204	MW-A1-2	-0.45858849535635454	-
1367	BRD-K21853356	RG-14620	-0.45852191540913706	-
1368	BRD-K40213712	SAL-1	-0.45849366027612704	-
1369	BRD-A54077041	BRD-A54077041	-0.4584762260321643	-
1370	BRD-K49061529	BRD-K49061529	-0.4584757020174325	-
1371	BRD-K42098891	protriptyline	-0.45841502414173113	Tricyclic antidepressant
1372	BRD-K87048468	RS-102221	-0.4583368512916466	-
1373	BRD-K21614065	BRD-K21614065	-0.4583293652454624	-
1374	BRD-A29485665	bicalutamide	-0.4583090523222659	Androgen receptor antagonist
1375	BRD-K01614657	BRD-K01614657	-0.45828020052343393	-
1376	BRD-A50311610	meclozine	-0.4581984412178194	-
1377	BRD-A68891053	BW-B70C	-0.4581470955775755	-
1378	BRD-K31412180	BRD-K31412180	-0.45814658906121025	-
1379	BRD-K93658967	aloisine	-0.45810105822629826	CDK inhibitor|CFTR channel agonist|GSK inhibitor
1380	BRD-A93426597	BRD-A93426597	-0.45808051844326275	-
1381	BRD-K41670583	BRD-K41670583	-0.45807874884619554	-
1382	BRD-K62169556	BRD-K62169556	-0.4579928829118074	-
1383	BRD-K87142802	veliparib	-0.45799095030274445	PARP inhibitor
1384	BRD-K96134740	kitasamycin	-0.45797250237709647	Protein synthesis inhibitor
1385	BRD-K99380810	SD-6-035-B1	-0.45792637613256143	-
1386	BRD-K53857191	risperidone	-0.4578709385118836	Dopamine receptor antagonist|Serotonin receptor antagonist
1387	BRD-A63646118	fumonisin-b1	-0.45781929604157706	Sphingosine kinase inhibitor
1388	BRD-K50311478	tosyl-phenylalanyl-chloromethyl-ketone	-0.45779187212639505	-
1389	BRD-K92269225	KU-C103881	-0.4577728055576827	-
1390	BRD-K50521229	BRD-K50521229	-0.457734099615975	-
1391	BRD-K11759662	BRD-K11759662	-0.45771960007264734	-
1392	BRD-A13367427	BRD-A13367427	-0.45771860217198046	-
1393	BRD-A06131576	BRD-A06131576	-0.4576918152976264	-
1394	BRD-K48722833	iloperidone	-0.45761913573601665	Dopamine receptor antagonist|Serotonin receptor antagonist
1395	BRD-K36977165	RAN-14A	-0.45758572815499016	-
1396	BRD-K73589491	nizatidine	-0.4575763621920147	Histamine receptor antagonist
1397	BRD-K51745483	BRD-K51745483	-0.45755309834734786	-
1398	BRD-K54006094	formoterol	-0.4575508408815839	Adrenergic receptor agonist
1399	BRD-U44618005	WH-4023	-0.457543159601575	-
1400	BRD-K51140856	BRD-K51140856	-0.45754045414958644	-
1401	BRD-K80184735	KUC104240N	-0.45736025688821896	-
1402	BRD-K56392985	BRD-K56392985	-0.45731552409236087	-
1403	BRD-K79759585	sildenafil	-0.4572908683379752	Phosphodiesterase inhibitor
1404	BRD-K06895174	cisapride	-0.4572848196515723	Serotonin receptor agonist
1405	BRD-K36317223	BRD-K36317223	-0.4572342345118415	-
1406	BRD-K29458283	chlorambucil	-0.45721159306591946	DNA inhibitor
1407	BRD-K07996107	harpagoside	-0.45716969055019196	Acetylcholinesterase inhibitor
1408	BRD-K20123385	BRD-K20123385	-0.45712687974928695	-
1409	BRD-K37561857	zardaverine	-0.45708165075744145	Phosphodiesterase inhibitor
1410	BRD-K73700643	BRD-K73700643	-0.45706013168705223	-
1411	BRD-K72429558	BRD-K72429558	-0.45704141458287234	-
1412	BRD-A72711497	lasalocid	-0.45703779960934604	Bacterial permeability inducer
1413	BRD-K64979116	BRD-K64979116	-0.45701367749630367	-
1414	BRD-A66861218	BRD-A66861218	-0.456995645037861	-
1415	BRD-A36217750	sulfinpyrazone	-0.45696354296502606	Uricosuric
1416	BRD-A42167015	carteolol	-0.45696021295225864	Adrenergic receptor antagonist
1417	BRD-K89692698	BRD-K89692698	-0.45693691091374367	-
1418	BRD-K94352392	BRD-K94352392	-0.4569285317158261	-
1419	BRD-K01602319	BRD-K01602319	-0.45691932425702214	-
1420	BRD-K47490989	BRD-K47490989	-0.4569060054618776	-
1421	BRD-A80213327	NSC-23766	-0.456896930060015	-
1422	BRD-A72703248	SKF-96365	-0.45689040246976736	-
1423	BRD-K39520573	GW-5074	-0.45681098895771355	-
1424	BRD-K09977233	BRD-K09977233	-0.45679860402570577	-
1425	BRD-A58048407	nimodipine	-0.45670773032844325	Calcium channel blocker
1426	BRD-K16309743	BRD-K16309743	-0.4566768092314485	-
1427	BRD-A26777759	VU-0447127-2	-0.4566604816830167	-
1428	BRD-K54771420	glycocholic-acid	-0.45661136431756094	Cholesterol inhibitor
1429	BRD-K33164466	BRD-K33164466	-0.45658317790456837	-
1430	BRD-K41445866	alfaxalone	-0.45657989088431883	Chloride channel agonist
1431	BRD-K51973945	BRD-K51973945	-0.45657464664179864	-
1432	BRD-K17830172	BRD-K17830172	-0.45657341654293837	-
1433	BRD-K47679368	bromfenac	-0.45652412399218395	Cyclooxygenase inhibitor
1434	BRD-K54759182	dosulepin	-0.456475933753057	Norepinephrine inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant
1435	BRD-K59024967	BRD-K59024967	-0.45647069702303816	-
1436	BRD-K65455015	BRD-K65455015	-0.45644891276814076	-
1437	BRD-K08703257	3-amino-benzamide	-0.45641305591137227	-
1438	BRD-K23623876	decafluorobutane	-0.456340004513544	Contrast agent
1439	BRD-K54674054	BRD-K54674054	-0.4563375112000194	-
1440	BRD-K41564320	purvalanol-b	-0.45627520824496076	CDK inhibitor
1441	BRD-K62659735	BRD-K62659735	-0.4562539853097221	-
1442	BRD-K55996963	BRD-K55996963	-0.4562264983057647	-
1443	BRD-K40919711	BAPTA-AM	-0.4562075810116908	-
1444	BRD-K31699485	DMEOB	-0.45618162944995966	-
1445	BRD-A79768653	sirolimus	-0.45612909119967254	MTOR inhibitor
1446	BRD-A07029265	ipratropium	-0.456025910157029	Acetylcholine receptor antagonist
1447	BRD-K14395638	BRD-K14395638	-0.45601955006261097	-
1448	BRD-K10098805	rhapontin	-0.4560030645244299	Apoptosis stimulant
1449	BRD-A47714657	BRD-A47714657	-0.4558719178646213	-
1450	BRD-A22897758	pinacidil	-0.45587008613965735	Potassium channel activator
1451	BRD-A61470182	n-formylmethionylalanine	-0.4558538919751428	-
1452	BRD-K89402695	L-655240	-0.45580830213587925	-
1453	BRD-K96704748	BRD-K96704748	-0.45580575558376385	-
1454	BRD-K22947005	dexbrompheniramine	-0.4558054898056362	Histamine receptor antagonist
1455	BRD-K06071925	BRD-K06071925	-0.4557882322465075	-
1456	BRD-K09635314	M-3M3FBS	-0.45571918861057487	-
1457	BRD-K18909381	CGS-12066B	-0.4557096366228228	-
1458	BRD-K90826279	BRD-K90826279	-0.45570527577419034	-
1459	BRD-K14232336	EMF-sumo1-5	-0.45567219390654645	-
1460	BRD-K88544581	CI-976	-0.45558021806946397	-
1461	BRD-K31477169	methyl-everninic-acid	-0.45554251248153926	-
1462	BRD-K86191271	cytosporone-b	-0.4555134423208981	NUR77 receptor agonist
1463	BRD-A74983348	BRD-A74983348	-0.45546137813886384	-
1464	BRD-K10799896	clobetasol	-0.4554405702696337	Glucocorticoid receptor agonist
1465	BRD-A08709697	heliotrine	-0.4554379635455041	Pyrrolizidine alkaloid
1466	BRD-K48029790	OBAA	-0.45533360073089035	-
1467	BRD-K04993501	cefixime	-0.45529024519680567	Bacterial cell wall synthesis inhibitor
1468	BRD-K15868788	SDZ-205-557	-0.4552464660739294	-
1469	BRD-K22546959	BRD-K22546959	-0.4551510402363983	-
1470	BRD-K59037100	oxybenzone	-0.45513385861371225	Lipase inhibitor
1471	BRD-K23841751	BRD-K23841751	-0.455102269542642	-
1472	BRD-K72883421	BRD-K72883421	-0.45508792636033885	-
1473	BRD-K49049886	CGS-15943	-0.4550678400840717	-
1474	BRD-K40378749	BRD-K40378749	-0.45506177951911253	-
1475	BRD-K94991378	BRD-K94991378	-0.4550472806107893	-
1476	BRD-K00337317	NU-7441	-0.4550034424584162	-
1477	BRD-K14609189	BRD-K14609189	-0.4549818592449509	-
1478	BRD-K37762845	BRD-K37762845	-0.4549817859114354	-
1479	BRD-K89055274	alverine	-0.45488571633062935	Muscle relaxant
1480	BRD-K98896788	BRD-K98896788	-0.4548686275472699	-
1481	BRD-A54029483	IRL-2500	-0.45486783799308167	-
1482	BRD-A62326914	paroxetine	-0.4548603123058345	Selective serotonin reuptake inhibitor
1483	BRD-K77856555	KU-C103874	-0.4548287863641408	-
1484	BRD-K47622659	ST-4042556	-0.4547878616524792	-
1485	BRD-K46017542	BRD-K46017542	-0.4547581272812937	-
1486	BRD-A55962179	omeprazole	-0.45473225132755374	Proton pump inhibitor
1487	BRD-A72837804	BRD-A72837804	-0.4546006136459043	-
1488	BRD-K52930707	rescinnamine	-0.4545959727227958	ACE inhibitor
1489	BRD-K48115423	2-(4-methoxybenzylthio)-6-methylpyrimidin-4-ol	-0.45456853659074953	-
1490	BRD-K43796186	benzyl-quinazolin-4-yl-amine	-0.4545559830550512	-
1491	BRD-A75558199	BRD-A75558199	-0.4545335254693019	-
1492	BRD-K93034159	cladribine	-0.45451793909556093	Adenosine deaminase inhibitor|Ribonucleoside reductase inhibitor
1493	BRD-K22828860	BRD-K22828860	-0.4544966014681777	-
1494	BRD-K63245238	BRD-K63245238	-0.4544407122580043	-
1495	BRD-K39208132	BRD-K39208132	-0.4544376347863834	-
1496	BRD-A04756508	norgestimate	-0.45442971963894696	Progesterone receptor agonist
1497	BRD-K75477256	BRD-K75477256	-0.4543328441163168	-
1498	BRD-A72441487	stiripentol	-0.4543081679572997	GABA receptor antagonist
1499	BRD-K09790412	H-9	-0.4542772147665278	-
1500	BRD-K70401845	erlotinib	-0.4542603401774437	EGFR inhibitor
1501	BRD-K41707108	ceramide	-0.4542190848706305	Serine/threonine protein phosphatase activator
1502	BRD-K23566484	nilutamide	-0.45413240603349625	Androgen receptor antagonist
1503	BRD-K21786893	BRD-K21786893	-0.45411135505764194	-
1504	BRD-K78883024	BRD-K78883024	-0.45409207932130274	-
1505	BRD-K98739056	BRD-K98739056	-0.4539843262866135	-
1506	BRD-K00910650	BRD-K00910650	-0.4538854293002752	-
1507	BRD-K84803513	BRD-K84803513	-0.4538490028490135	-
1508	BRD-K19290969	BRD-K19290969	-0.453838905573349	-
1509	BRD-A73368467	fexofenadine	-0.4538284782872774	Histamine receptor antagonist
1510	BRD-K89546934	BRD-K89546934	-0.45382748466605255	-
1511	BRD-A36074203	remacemide	-0.4538131657287411	Glutamate receptor antagonist
1512	BRD-K40853697	STAT3-inhibitor-VI	-0.45375968768131825	-
1513	BRD-K91301684	noscapine	-0.4537582586611751	Bradykinin receptor antagonist|Tubulin inhibitor
1514	BRD-K33396764	alpha-linolenic-acid	-0.45375270817152863	-
1515	BRD-A85587465	bemesetron	-0.45373391062745755	Serotonin receptor antagonist
1516	BRD-A47706533	L-BSO	-0.45363905583738134	Glutathione transferase inhibitor
1517	BRD-K53737926	amitriptyline	-0.45363668730398593	Norepinephrine inhibitor|Norepinephrine reuptake inhibitor|Serotonin receptor antagonist|Serotonin reuptake inhibitor
1518	BRD-K62792802	LY-83583	-0.45361606680338773	-
1519	BRD-K55055802	BRD-K55055802	-0.45357457619029046	-
1520	BRD-K72816382	cinalukast	-0.4535513089652139	Leukotriene receptor antagonist
1521	BRD-K73109821	diazoxide	-0.45352652297311297	Potassium channel activator
1522	BRD-K76805682	SB-415286	-0.45352361893804216	-
1523	BRD-K19111024	clofibric-acid	-0.45351964322564986	PPAR receptor agonist
1524	BRD-A16444946	acarbose	-0.45351542579568027	Glucosidase inhibitor
1525	BRD-A91477472	dihydroptaeroxylin	-0.4534558073570778	-
1526	BRD-K86846944	BRD-K86846944	-0.4534300779880047	-
1527	BRD-K12932420	YM-976	-0.45338578207949426	-
1528	BRD-K06432680	BRD-K06432680	-0.45337783957184663	-
1529	BRD-K06335600	tizanidine	-0.4533683576342363	Adrenergic receptor agonist
1530	BRD-A70649075	sulconazole	-0.45333643103581744	Sterol demethylase inhibitor
1531	BRD-A69960130	bromocriptine	-0.45331529353878547	Dopamine receptor agonist
1532	BRD-K08438429	BRD-K08438429	-0.4532728356989825	-
1533	BRD-A90515964	guaifenesin	-0.4532403622191733	Expectorant
1534	BRD-K52831896	BRD-K52831896	-0.4531918288527939	-
1535	BRD-K26257340	BRD-K26257340	-0.45318558528907027	-
1536	BRD-K61679744	BRD-K61679744	-0.453153065854953	-
1537	BRD-K41431262	BRD-K41431262	-0.4531174729878977	-
1538	BRD-A58207013	pinacidil	-0.4531138292587465	Potassium channel activator
1539	BRD-A94381689	BRD-A94381689	-0.45307636250345007	-
1540	BRD-K25190777	KU-C103670	-0.45307192019808573	-
1541	BRD-A50774520	CVF-SUMO-11	-0.4530342983193619	-
1542	BRD-U06594984	BL-074	-0.4529516931420666	-
1543	BRD-K12540328	BRD-K12540328	-0.4528606948898483	-
1544	BRD-K45735142	BRD-K45735142	-0.4528406880934305	-
1545	BRD-K34092021	arvanil	-0.4528167017757521	TRPV agonist
1546	BRD-K11987803	BRD-K11987803	-0.4527035222144578	-
1547	BRD-K68132782	terbinafine	-0.4526976463247529	Fungal squalene epoxidase inhibitor
